series,period,date,value,pct_change,base_period,source_table,source_level,ine_category,note,observations
Juguetes,2018,2018-01-01,115.65516666666667,-28.303988254736257,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2019,2019-01-01,112.87591666666667,-30.0268783459098,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2020,2020-01-01,106.77758333333333,-33.80730762455452,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2021,2021-01-01,105.55533333333334,-34.56499491930556,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2022,2022-01-01,104.83991666666667,-35.008490209783346,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2023,2023-01-01,103.2355,-36.00308716116004,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2024,2024-01-01,101.64858333333332,-36.986835654645034,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Juguetes,2025,2025-01-01,100.0,-38.00881204736747,2002,76127,Clase,"09.2.1 Juegos, juguetes y artículos relacionados con las aficiones ",,12
Equipos audiovisuales,2002,2002-01-01,520.1014166666666,0.0,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2003,2003-01-01,491.913,-5.4197923257595315,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2004,2004-01-01,456.0719166666667,-12.310964351984543,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2005,2005-01-01,409.56541666666664,-21.252778104014013,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2006,2006-01-01,374.74916666666667,-27.946905226977357,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2007,2007-01-01,332.19391666666667,-36.12901137710802,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2008,2008-01-01,289.9146666666667,-44.25805095384442,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2009,2009-01-01,250.18066666666667,-51.897714820683206,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2010,2010-01-01,228.73441666666668,-56.02118945712029,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2011,2011-01-01,203.69625,-60.83528260594048,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2012,2012-01-01,181.3289166666667,-65.13585411306802,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2013,2013-01-01,164.5075,-68.37011114979659,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2014,2014-01-01,151.45191666666668,-70.88031068299661,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2015,2015-01-01,142.325,-72.63514471616674,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2016,2016-01-01,135.21775,-74.00165704861728,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2017,2017-01-01,129.72391666666667,-75.05795744644033,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2018,2018-01-01,126.15091666666666,-75.74493884766385,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2019,2019-01-01,121.74125,-76.59278631074676,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2020,2020-01-01,117.39550000000001,-77.42834450396452,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2021,2021-01-01,117.13825000000001,-77.47780601123146,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2022,2022-01-01,112.45941666666666,-78.37740620138669,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2023,2023-01-01,107.59133333333334,-79.31339352565374,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2024,2024-01-01,105.71458333333334,-79.67423661122503,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos audiovisuales,2025,2025-01-01,100.00008333333334,-80.7729646317377,2002,79184,Subclase,"08.1.4.0 Equipo para la recepción, grabación y reproducción de sonido e imagen",Proxy de TVs.,12
Equipos informáticos,2002,2002-01-01,1459.0395,0.0,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2003,2003-01-01,1091.1196666666667,-25.216577983895117,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2004,2004-01-01,852.3863333333334,-41.57894057471828,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2005,2005-01-01,705.7603333333333,-51.62842861119707,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2006,2006-01-01,596.8579166666667,-59.09240862453233,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2007,2007-01-01,477.6431666666667,-67.26317781892357,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2008,2008-01-01,375.12850000000003,-74.28935268716165,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2009,2009-01-01,325.40658333333334,-77.69720536467084,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2010,2010-01-01,305.44008333333335,-79.06567414156139,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2011,2011-01-01,270.16316666666665,-81.48349193653314,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2012,2012-01-01,242.97983333333332,-83.34658977133016,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2013,2013-01-01,223.51416666666668,-84.68073231282179,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2014,2014-01-01,199.39033333333336,-86.33413740112358,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2015,2015-01-01,179.88649999999998,-87.67089581879037,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2016,2016-01-01,163.19475,-88.81491899294022,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2017,2017-01-01,153.5375,-89.476809915016,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2018,2018-01-01,147.29941666666667,-89.90435717013374,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2019,2019-01-01,139.54583333333332,-90.4357741285734,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2020,2020-01-01,134.46483333333333,-90.78401692803153,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2021,2021-01-01,129.96891666666667,-91.09215914533728,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2022,2022-01-01,124.49650000000001,-91.46722895439089,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2023,2023-01-01,116.11958333333332,-92.04136808267813,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2024,2024-01-01,108.01308333333333,-92.59697332845798,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Equipos informáticos,2025,2025-01-01,100.0,-93.14617596028071,2002,76127,Clase,08.1.3 Equipos de procesamiento de información,Proxy de software/equipo informatico.,12
Coste salarial por hora,2002,2002-01-01,10.2725,0.0,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2003,2003-01-01,10.76,4.745680214164016,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2004,2004-01-01,11.1625,8.663908493550721,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2005,2005-01-01,11.4725,11.681674373326834,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2006,2006-01-01,12.0625,17.425164273545857,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2007,2007-01-01,12.645,23.0956437089316,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2008,2008-01-01,13.344999999999999,29.90995376003891,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2009,2009-01-01,13.98,36.091506449257714,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2010,2010-01-01,14.21,38.3304940374787,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2011,2011-01-01,14.485,41.007544414699424,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2012,2012-01-01,14.4875,41.03188123631054,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2013,2013-01-01,14.5225,41.37259673886591,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2014,2014-01-01,14.584999999999999,41.981017279143316,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2015,2015-01-01,14.735,43.441226575809175,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2016,2016-01-01,14.74,43.489900219031384,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2017,2017-01-01,14.735,43.441226575809175,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2018,2018-01-01,14.9475,45.50985641275247,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2019,2019-01-01,15.2925,48.868337795083946,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2020,2020-01-01,16.1975,57.67826721830129,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2021,2021-01-01,16.177500000000002,57.48357264541251,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2022,2022-01-01,16.542499999999997,61.036748600632706,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2023,2023-01-01,17.302500000000002,68.43514237040642,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2024,2024-01-01,18.045,75.66317838890242,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
Coste salarial por hora,2025,2025-01-01,18.6925,81.96641518617666,2002,11222,ETCL,"Coste salarial total por hora, ajustado de estacionalidad y calendario",Serie trimestral agregada a media anual; porcentaje acumulado 2002-2025.,4
