country,country_code,year,percentile,adults_above_pct,income_local,ppp_eur_factor_lcu_per_eur,income_eur_ppa,data_quality
Suiza,CH,2024,3,97,19298.8,1.435375809669495,13445.119995747787,1
Suiza,CH,2024,4,96,19467.0,1.435375809669495,13562.301850748347,1
Suiza,CH,2024,5,95,19690.0,1.435375809669495,13717.661860648017,1
Suiza,CH,2024,6,94,20738.2,1.435375809669495,14447.923575342342,1
Suiza,CH,2024,7,93,22773.2,1.435375809669495,15865.670750884177,1
Suiza,CH,2024,8,92,25136.1,1.435375809669495,17511.859842327813,1
Suiza,CH,2024,9,91,27603.7,1.435375809669495,19230.991503441834,1
Suiza,CH,2024,10,90,30175.3,1.435375809669495,21022.578057065115,1
Suiza,CH,2024,11,89,32718.8,1.435375809669495,22794.58785607772,1
Suiza,CH,2024,12,88,35192.5,1.435375809669495,24517.96927531007,1
Suiza,CH,2024,13,87,37687.4,1.435375809669495,26256.120345707775,1
Suiza,CH,2024,14,86,40203.0,1.435375809669495,28008.692726441455,1
Suiza,CH,2024,15,85,42738.9,1.435375809669495,29775.407744847616,1
Suiza,CH,2024,16,84,45507.7,1.435375809669495,31704.379921575,1
Suiza,CH,2024,17,83,48508.60000000001,1.435375809669495,33795.05191129663,1
Suiza,CH,2024,18,82,51526.7,1.435375809669495,35897.70682554861,1
Suiza,CH,2024,19,81,54560.9,1.435375809669495,38011.57831450637,1
Suiza,CH,2024,20,80,56904.0,1.435375809669495,39643.9731091069,1
Suiza,CH,2024,21,79,58459.3,1.435375809669495,40727.52209294975,1
Suiza,CH,2024,22,78,59954.3,1.435375809669495,41769.061172770416,1
Suiza,CH,2024,23,77,61264.10000000001,1.435375809669495,42681.574809391896,1
Suiza,CH,2024,24,76,62309.5,1.435375809669495,43409.885815441725,1
Suiza,CH,2024,25,75,63315.2,1.435375809669495,44110.53855963948,1
Suiza,CH,2024,26,74,64326.0,1.435375809669495,44814.74438029682,1
Suiza,CH,2024,27,73,65246.4,1.435375809669495,45455.9701790038,1
Suiza,CH,2024,28,72,65993.1,1.435375809669495,45976.18237358714,1
Suiza,CH,2024,29,71,66690.6,1.435375809669495,46462.117830560324,1
Suiza,CH,2024,30,70,67479.5,1.435375809669495,47011.7299911426,1
Suiza,CH,2024,31,69,68377.5,1.435375809669495,47637.35012069374,1
Suiza,CH,2024,32,68,69386.1,1.435375809669495,48340.02324170185,1
Suiza,CH,2024,33,67,70326.90000000001,1.435375809669495,48995.46134624719,1
Suiza,CH,2024,34,66,71099.6,1.435375809669495,49533.78726395784,1
Suiza,CH,2024,35,65,71844.0,1.435375809669495,50052.39709072606,1
Suiza,CH,2024,36,64,72549.8,1.435375809669495,50544.11500546681,1
Suiza,CH,2024,37,63,73281.7,1.435375809669495,51054.01631150075,1
Suiza,CH,2024,38,62,74200.1,1.435375809669495,51693.84874689025,1
Suiza,CH,2024,39,61,75157.8,1.435375809669495,52361.060771468336,1
Suiza,CH,2024,40,60,76060.3,1.435375809669495,52989.81596848382,1
Suiza,CH,2024,41,59,76905.0,1.435375809669495,53578.30296562396,1
Suiza,CH,2024,42,58,77730.6,1.435375809669495,54153.483343082116,1
Suiza,CH,2024,43,57,78537.6,1.435375809669495,54715.70544168765,1
Suiza,CH,2024,44,56,79359.8,1.435375809669495,55288.51710150607,1
Suiza,CH,2024,45,55,80176.90000000001,1.435375809669495,55857.775684864915,1
Suiza,CH,2024,46,54,80868.3,1.435375809669495,56339.46138371976,1
Suiza,CH,2024,47,53,81624.8,1.435375809669495,56866.50105855877,1
Suiza,CH,2024,48,52,82604.40000000001,1.435375809669495,57548.97041146334,1
Suiza,CH,2024,49,51,83483.1,1.435375809669495,58161.14458500074,1
Suiza,CH,2024,50,50,84120.70000000001,1.435375809669495,58605.34881061523,1
Suiza,CH,2024,51,49,84836.20000000001,1.435375809669495,59103.824537445784,1
